complaint_id,department,district,service_type,complaint_category,complaint_date,resolution_date,resolution_time_days,status,satisfaction_score,priority
C003602,Department of Census and Statistics,Anuradhapura,Medical Certificate,Rude Staff Behavior,2024-08-16,2025-02-08,176,Resolved,4,High
C003603,Department of Education,Hambantota,Birth Certificate,Delayed Processing,2025-09-06,2025-11-16,71,Resolved,4,Medium
C003604,Department of Immigration,Mullaitivu,Land Registration,System Downtime,2024-07-15,2024-10-22,99,Resolved,4,Medium
C003605,Department of Education,Mullaitivu,Visa Processing,System Downtime,2025-07-19,,63,Pending,2,Low
C003606,Department of Census and Statistics,Kegalle,Medical Certificate,Missing Documents,2025-06-09,2025-08-30,82,Resolved,1,Low
C003607,Department of Health Services,Matara,Police Report,Long Queue,2024-01-13,2024-05-05,113,Resolved,4,High
C003608,Provincial Council Secretariat,Nuwara Eliya,License Renewal,Delayed Processing,2023-11-11,2024-01-03,53,Resolved,3,Low
C003609,Department of Census and Statistics,Puttalam,Land Registration,Rude Staff Behavior,2024-04-04,2024-04-26,22,Resolved,4,Low
C003610,Provincial Council Secretariat,Ratnapura,Passport Application,Incorrect Information,2024-07-04,,443,Pending,2,Medium
C003611,Department of Motor Traffic,Puttalam,Medical Certificate,Protocol Violation,2025-05-27,2025-09-02,98,Resolved,3,Medium
C003612,Municipal Council,Trincomalee,License Renewal,Incorrect Information,2024-12-10,2024-12-23,13,Resolved,5,Low
C003613,Registrar General Department,Kilinochhi,Passport Application,Overcharging,2024-04-16,2024-07-02,77,Resolved,4,Medium
C003614,Pradeshiya Sabha,Ampara,Birth Certificate,System Downtime,2024-10-08,2025-02-20,135,Resolved,3,Low
C003615,Divisional Secretariat,Matale,Pension Claims,Long Queue,2024-06-26,2024-07-01,5,Resolved,3,Medium
C003616,Department of Health Services,Polonnaruwa,Police Report,Rude Staff Behavior,2024-12-11,2025-02-18,69,Resolved,5,Low
C003617,Pradeshiya Sabha,Jaffna,School Admission,Poor Facility Condition,2023-11-09,2024-01-01,53,Resolved,3,Low
C003618,Department of Census and Statistics,Mullaitivu,Land Registration,Rude Staff Behavior,2025-05-26,2025-10-09,136,Resolved,5,Medium
C003619,Department of Census and Statistics,Kilinochhi,Police Report,Bribery Demand,2024-09-28,2024-11-11,44,Resolved,5,Medium
C003620,Department of Census and Statistics,Kurunegala,Marriage Certificate,Delayed Processing,2023-10-11,2024-02-05,117,Resolved,3,High
C003621,Divisional Secretariat,Mannar,Pension Claims,Overcharging,2024-10-20,2024-12-26,67,Resolved,2,Medium
C003622,Provincial Council Secretariat,Anuradhapura,License Renewal,Overcharging,2024-06-20,2024-09-30,102,Resolved,1,Medium
C003623,Registrar General Department,Anuradhapura,Business Registration,Delayed Processing,2023-12-14,2024-05-07,145,Resolved,4,Low
C003624,Pradeshiya Sabha,Hambantota,Visa Processing,Delayed Processing,2024-10-08,2024-11-17,40,Resolved,4,Medium
C003625,Registrar General Department,Mullaitivu,Visa Processing,Poor Facility Condition,2025-05-31,2025-08-26,87,Resolved,2,Medium
C003626,Municipal Council,Kilinochhi,Medical Certificate,Poor Facility Condition,2025-03-06,2025-05-08,63,Resolved,4,Low
C003627,Department of Census and Statistics,Puttalam,License Renewal,Overcharging,2024-12-14,2025-03-14,90,Resolved,3,Low
C003628,Pradeshiya Sabha,Galle,Medical Certificate,Incorrect Information,2024-08-19,2025-01-23,157,Resolved,3,Low
C003629,Department of Census and Statistics,Mullaitivu,School Admission,Rude Staff Behavior,2024-12-06,2025-05-24,169,Resolved,3,High
C003630,Department of Motor Traffic,Ampara,Pension Claims,Bribery Demand,2023-09-23,2023-12-01,69,Resolved,4,Low
C003631,Department of Education,Kandy,License Renewal,Long Queue,2024-01-14,2024-04-16,93,Resolved,4,Low
C003632,Inland Revenue Department,Kegalle,Visa Processing,Poor Facility Condition,2024-08-27,2024-12-24,119,Resolved,3,High
C003633,Provincial Council Secretariat,Ampara,Marriage Certificate,Rude Staff Behavior,2024-05-24,2024-11-09,169,Resolved,3,Low
C003634,Department of Pensions,Kandy,Passport Application,System Downtime,2024-09-29,2025-02-05,129,Resolved,3,Low
C003635,Department of Census and Statistics,Polonnaruwa,Tax Filing,Overcharging,2025-07-01,2025-07-26,25,Resolved,3,Low
C003636,Provincial Council Secretariat,Mannar,Tax Filing,System Downtime,2025-08-02,2025-10-02,61,Resolved,5,Medium
C003637,Divisional Secretariat,Jaffna,Land Registration,System Downtime,2025-08-11,2025-11-08,89,Resolved,3,High
C003638,Provincial Council Secretariat,Kegalle,Visa Processing,Delayed Processing,2023-12-30,2024-04-12,104,Resolved,1,Medium
C003639,Municipal Council,Polonnaruwa,Visa Processing,Overcharging,2024-11-14,2025-01-08,55,Resolved,4,Low
C003640,Divisional Secretariat,Batticaloa,Medical Certificate,Delayed Processing,2023-10-09,2023-12-13,65,Resolved,3,Low
C003641,Pradeshiya Sabha,Matara,Visa Processing,Delayed Processing,2025-02-06,2025-06-12,126,Resolved,4,Medium
C003642,Provincial Council Secretariat,Monaragala,Passport Application,Overcharging,2025-09-20,2025-12-17,88,Resolved,5,High
C003643,Department of Education,Colombo,Passport Application,Poor Facility Condition,2024-10-06,2025-01-18,104,Resolved,1,Medium
C003644,Divisional Secretariat,Badulla,License Renewal,Long Queue,2024-01-02,,627,Pending,2,Medium
C003645,Municipal Council,Hambantota,School Admission,Long Queue,2024-12-12,2025-03-21,99,Resolved,3,Low
C003646,Department of Census and Statistics,Kilinochhi,Medical Certificate,Delayed Processing,2024-12-06,2025-01-21,46,Resolved,5,Low
C003647,Inland Revenue Department,Badulla,Business Registration,Poor Facility Condition,2025-09-10,2025-12-13,94,Resolved,4,Low
C003648,Department of Health Services,Ampara,Passport Application,System Downtime,2024-11-05,2025-02-04,91,Resolved,5,High
C003649,Department of Education,Gampaha,Land Registration,Rude Staff Behavior,2024-09-19,2025-02-19,153,Resolved,3,Low
C003650,Inland Revenue Department,Mannar,Birth Certificate,Bribery Demand,2025-03-25,2025-04-16,22,Resolved,5,Medium
C003651,Department of Pensions,Nuwara Eliya,Land Registration,Incorrect Information,2023-12-06,2023-12-19,13,Resolved,4,High
C003652,Department of Census and Statistics,Ampara,Police Report,Poor Facility Condition,2024-05-10,2024-10-30,173,Resolved,5,Low
C003653,Department of Motor Traffic,Galle,Police Report,Long Queue,2023-11-24,2024-02-01,69,Resolved,4,Medium
C003654,Municipal Council,Mullaitivu,Tax Filing,Protocol Violation,2024-12-31,2025-02-28,59,Resolved,5,Medium
C003655,Department of Census and Statistics,Nuwara Eliya,Medical Certificate,Missing Documents,2024-10-24,2025-03-05,132,Resolved,2,Low
C003656,Registrar General Department,Matale,Business Registration,Protocol Violation,2025-01-15,2025-03-24,68,Resolved,4,Low
C003657,Municipal Council,Matale,Passport Application,Rude Staff Behavior,2025-05-10,,133,Pending,3,Low
C003658,Department of Health Services,Kalutara,Birth Certificate,Poor Facility Condition,2025-06-23,2025-09-14,83,Resolved,5,Low
C003659,Divisional Secretariat,Jaffna,Pension Claims,System Downtime,2025-07-09,2025-08-16,38,Resolved,5,Low
C003660,Department of Census and Statistics,Monaragala,Passport Application,Rude Staff Behavior,2024-06-17,2024-08-26,70,Resolved,3,Low
C003661,Registrar General Department,Kegalle,Police Report,Protocol Violation,2024-08-10,2024-08-30,20,Resolved,2,Medium
C003662,Department of Education,Galle,Business Registration,Long Queue,2025-09-02,2025-10-27,55,Resolved,3,Medium
C003663,Municipal Council,Polonnaruwa,Business Registration,Delayed Processing,2024-02-15,,583,Pending,2,Medium
C003664,Registrar General Department,Kurunegala,Visa Processing,Overcharging,2024-04-29,2024-08-17,110,Resolved,4,High
C003665,Registrar General Department,Hambantota,Medical Certificate,Protocol Violation,2024-06-13,2024-07-18,35,Resolved,2,Low
C003666,Registrar General Department,Nuwara Eliya,Land Registration,Rude Staff Behavior,2024-05-26,2024-06-11,16,Resolved,5,Medium
C003667,Department of Education,Kegalle,Pension Claims,Incorrect Information,2024-10-23,,332,Pending,1,Low
C003668,Department of Health Services,Badulla,Medical Certificate,Overcharging,2025-01-27,,236,Pending,2,Low
C003669,Pradeshiya Sabha,Anuradhapura,Tax Filing,Long Queue,2025-03-30,2025-07-28,120,Resolved,3,Low
C003670,Department of Immigration,Kandy,Land Registration,Rude Staff Behavior,2025-07-21,2025-08-07,17,Resolved,4,Low
C003671,Department of Motor Traffic,Badulla,Visa Processing,Delayed Processing,2025-04-01,2025-08-12,133,Resolved,3,Medium
C003672,Municipal Council,Nuwara Eliya,Pension Claims,Incorrect Information,2025-05-01,2025-06-28,58,Resolved,5,Medium
C003673,Registrar General Department,Puttalam,School Admission,Delayed Processing,2024-11-04,2025-02-22,110,Resolved,3,Low
C003674,Divisional Secretariat,Badulla,License Renewal,Missing Documents,2024-08-16,2025-02-08,176,Resolved,4,Medium
C003675,Divisional Secretariat,Ratnapura,Police Report,Overcharging,2024-06-03,2024-10-27,146,Resolved,1,Medium
C003676,Registrar General Department,Monaragala,School Admission,Overcharging,2024-05-12,2024-08-07,87,Resolved,5,Medium
C003677,Registrar General Department,Galle,Pension Claims,Protocol Violation,2024-01-25,2024-04-30,96,Resolved,4,Low
C003678,Department of Immigration,Kandy,Tax Filing,Bribery Demand,2024-10-25,2024-10-28,3,Resolved,3,Low
C003679,Department of Census and Statistics,Nuwara Eliya,Pension Claims,Long Queue,2024-06-01,2024-09-11,102,Resolved,4,Low
C003680,Provincial Council Secretariat,Batticaloa,Tax Filing,Incorrect Information,2024-01-14,2024-01-21,7,Resolved,4,Medium
C003681,Department of Census and Statistics,Kurunegala,Passport Application,Protocol Violation,2024-02-12,2024-07-16,155,Resolved,2,Medium
C003682,Department of Motor Traffic,Mullaitivu,Tax Filing,Overcharging,2024-04-04,2024-09-11,160,Resolved,4,Low
C003683,Department of Pensions,Vavuniya,School Admission,Bribery Demand,2024-08-20,2024-12-21,123,Resolved,3,Medium
C003684,Pradeshiya Sabha,Kalutara,Visa Processing,Long Queue,2025-09-12,2025-09-19,7,Resolved,5,High
C003685,Registrar General Department,Puttalam,Tax Filing,System Downtime,2023-12-20,2024-05-08,140,Resolved,2,Medium
C003686,Department of Motor Traffic,Matara,Tax Filing,Poor Facility Condition,2025-07-02,2025-11-03,124,Resolved,4,Low
C003687,Pradeshiya Sabha,Colombo,Passport Application,Long Queue,2025-02-06,2025-02-27,21,Resolved,5,Low
C003688,Department of Pensions,Kalutara,Marriage Certificate,Incorrect Information,2025-02-14,2025-03-01,15,Resolved,5,High
C003689,Department of Health Services,Hambantota,Business Registration,Bribery Demand,2025-09-05,2025-11-29,85,Resolved,1,Medium
C003690,Department of Education,Vavuniya,Business Registration,Incorrect Information,2025-06-28,2025-09-19,83,Resolved,2,Low
C003691,Municipal Council,Mullaitivu,License Renewal,Long Queue,2025-04-13,2025-07-26,104,Resolved,3,Low
C003692,Divisional Secretariat,Monaragala,Land Registration,Bribery Demand,2024-05-07,2024-10-22,168,Resolved,5,Medium
C003693,Inland Revenue Department,Nuwara Eliya,Visa Processing,Poor Facility Condition,2025-07-06,2025-09-05,61,Resolved,1,Medium
C003694,Department of Pensions,Kilinochhi,Birth Certificate,Long Queue,2024-12-26,2025-05-03,128,Resolved,5,Low
C003695,Pradeshiya Sabha,Batticaloa,Police Report,Bribery Demand,2024-07-04,2024-07-16,12,Resolved,4,Medium
C003696,Department of Motor Traffic,Kilinochhi,Visa Processing,Rude Staff Behavior,2025-03-28,,176,Pending,1,Low
C003697,Department of Census and Statistics,Puttalam,Police Report,Incorrect Information,2024-12-29,2025-05-28,150,Resolved,5,Medium
C003698,Department of Education,Puttalam,Land Registration,Missing Documents,2024-11-17,2024-12-14,27,Resolved,2,Low
C003699,Department of Health Services,Kilinochhi,Land Registration,Rude Staff Behavior,2024-12-24,2025-06-15,173,Resolved,4,Medium
C003700,Inland Revenue Department,Jaffna,Business Registration,System Downtime,2024-12-30,2025-04-09,100,Resolved,4,Low
C003701,Department of Motor Traffic,Anuradhapura,Business Registration,Incorrect Information,2025-08-17,,34,Pending,1,High
C003702,Department of Motor Traffic,Mullaitivu,Pension Claims,Poor Facility Condition,2024-10-14,2025-01-12,90,Resolved,4,Medium
C003703,Department of Health Services,Kalutara,Passport Application,Protocol Violation,2024-03-25,2024-09-08,167,Resolved,4,Low
C003704,Department of Education,Batticaloa,Land Registration,Overcharging,2024-11-13,2025-03-15,122,Resolved,1,Medium
C003705,Divisional Secretariat,Puttalam,Pension Claims,Rude Staff Behavior,2025-01-12,,251,Pending,2,Low
C003706,Department of Education,Kalutara,Medical Certificate,Delayed Processing,2025-02-10,2025-03-30,48,Resolved,5,Low
C003707,Provincial Council Secretariat,Anuradhapura,Pension Claims,Rude Staff Behavior,2024-12-12,2025-03-14,92,Resolved,2,Low
C003708,Department of Pensions,Galle,Marriage Certificate,Bribery Demand,2023-10-24,2024-04-09,168,Resolved,5,Low
C003709,Divisional Secretariat,Puttalam,Passport Application,Incorrect Information,2024-05-25,,483,Pending,1,Low
C003710,Department of Health Services,Puttalam,Visa Processing,Bribery Demand,2023-10-14,2023-10-22,8,Resolved,5,Medium
C003711,Inland Revenue Department,Kilinochhi,Land Registration,Protocol Violation,2023-09-23,2023-12-21,89,Resolved,4,High
C003712,Department of Immigration,Trincomalee,Tax Filing,Bribery Demand,2024-08-16,2025-01-17,154,Resolved,3,Low
C003713,Department of Pensions,Hambantota,Business Registration,Protocol Violation,2023-11-09,,681,Pending,1,Low
C003714,Registrar General Department,Puttalam,Medical Certificate,Protocol Violation,2025-03-18,2025-06-14,88,Resolved,2,Medium
C003715,Department of Immigration,Trincomalee,License Renewal,System Downtime,2024-06-09,2024-09-07,90,Resolved,5,Low
C003716,Department of Census and Statistics,Kilinochhi,License Renewal,Overcharging,2024-12-18,2025-03-06,78,Resolved,5,Medium
C003717,Provincial Council Secretariat,Vavuniya,License Renewal,Rude Staff Behavior,2024-11-28,2025-05-11,164,Resolved,5,Low
C003718,Registrar General Department,Ampara,License Renewal,Delayed Processing,2025-05-17,2025-06-30,44,Resolved,2,Medium
C003719,Divisional Secretariat,Kegalle,School Admission,Rude Staff Behavior,2024-08-19,2024-12-04,107,Resolved,5,Medium
C003720,Provincial Council Secretariat,Ampara,Passport Application,Delayed Processing,2025-01-16,2025-05-20,124,Resolved,2,Low
C003721,Department of Health Services,Nuwara Eliya,School Admission,Delayed Processing,2024-02-29,2024-07-24,146,Resolved,3,Low
C003722,Department of Health Services,Colombo,Passport Application,Bribery Demand,2025-08-03,2025-10-22,80,Resolved,3,Medium
C003723,Department of Motor Traffic,Kilinochhi,Birth Certificate,Long Queue,2025-03-28,2025-03-30,2,Resolved,3,Low
C003724,Department of Motor Traffic,Matale,Medical Certificate,Rude Staff Behavior,2025-02-01,2025-07-27,176,Resolved,1,Medium
C003725,Department of Education,Mannar,Visa Processing,System Downtime,2025-07-23,2025-08-14,22,Resolved,4,High
C003726,Department of Immigration,Badulla,Police Report,Delayed Processing,2023-11-28,2024-04-12,136,Resolved,3,Low
C003727,Department of Census and Statistics,Polonnaruwa,Police Report,Long Queue,2024-06-22,2024-07-26,34,Resolved,5,Medium
C003728,Department of Education,Hambantota,Visa Processing,Rude Staff Behavior,2024-09-19,2025-03-13,175,Resolved,4,Medium
C003729,Provincial Council Secretariat,Kegalle,Tax Filing,Incorrect Information,2024-05-13,2024-08-23,102,Resolved,1,Medium
C003730,Provincial Council Secretariat,Ampara,Marriage Certificate,Bribery Demand,2024-04-01,2024-08-26,147,Resolved,5,Medium
C003731,Department of Motor Traffic,Kalutara,Visa Processing,System Downtime,2024-04-29,2024-10-11,165,Resolved,1,Low
C003732,Registrar General Department,Hambantota,Police Report,Protocol Violation,2025-05-21,2025-06-25,35,Resolved,3,Low
C003733,Department of Motor Traffic,Kandy,Tax Filing,Long Queue,2025-09-10,,10,Pending,2,Medium
C003734,Department of Education,Badulla,Marriage Certificate,Long Queue,2025-04-22,2025-09-25,156,Resolved,5,Medium
C003735,Registrar General Department,Kurunegala,Marriage Certificate,Protocol Violation,2024-09-13,,372,Pending,1,Medium
C003736,Department of Immigration,Puttalam,Land Registration,Long Queue,2024-09-16,,369,Pending,1,Medium
C003737,Divisional Secretariat,Kilinochhi,Business Registration,Rude Staff Behavior,2025-05-02,2025-06-22,51,Resolved,4,Medium
C003738,Department of Census and Statistics,Kandy,Birth Certificate,Missing Documents,2024-01-04,2024-06-14,162,Resolved,5,Medium
C003739,Department of Immigration,Colombo,Land Registration,System Downtime,2025-05-31,2025-06-22,22,Resolved,3,Medium
C003740,Department of Pensions,Nuwara Eliya,Visa Processing,Protocol Violation,2025-01-03,2025-02-01,29,Resolved,5,Medium
C003741,Department of Census and Statistics,Anuradhapura,Birth Certificate,Protocol Violation,2024-05-21,2024-07-01,41,Resolved,3,High
C003742,Divisional Secretariat,Ampara,Police Report,Overcharging,2024-05-21,2024-07-06,46,Resolved,3,Low
C003743,Department of Pensions,Jaffna,Passport Application,Incorrect Information,2025-07-13,2025-11-09,119,Resolved,3,Low
C003744,Provincial Council Secretariat,Ampara,Marriage Certificate,Poor Facility Condition,2024-09-05,2025-02-12,160,Resolved,5,High
C003745,Department of Health Services,Kegalle,Police Report,Incorrect Information,2024-10-10,2024-11-08,29,Resolved,3,Low
C003746,Department of Immigration,Anuradhapura,School Admission,Long Queue,2025-03-04,2025-08-17,166,Resolved,1,Medium
C003747,Municipal Council,Jaffna,Marriage Certificate,Incorrect Information,2024-05-09,2024-09-23,137,Resolved,4,Low
C003748,Department of Motor Traffic,Puttalam,Visa Processing,Long Queue,2024-11-22,2025-05-02,161,Resolved,1,Medium
C003749,Department of Health Services,Matale,Visa Processing,Rude Staff Behavior,2024-11-23,2025-03-27,124,Resolved,2,Low
C003750,Department of Immigration,Mannar,Visa Processing,Poor Facility Condition,2025-09-01,2026-02-26,178,Resolved,5,Low
C003751,Divisional Secretariat,Kegalle,Birth Certificate,Incorrect Information,2023-10-24,2024-03-26,154,Resolved,2,High
C003752,Department of Immigration,Batticaloa,Passport Application,Delayed Processing,2025-06-26,2025-07-22,26,Resolved,4,High
C003753,Department of Health Services,Jaffna,Birth Certificate,Incorrect Information,2024-01-15,2024-03-03,48,Resolved,5,Low
C003754,Municipal Council,Kalutara,Business Registration,Incorrect Information,2024-08-22,2024-08-26,4,Resolved,5,Low
C003755,Divisional Secretariat,Trincomalee,Police Report,Incorrect Information,2025-06-07,2025-08-02,56,Resolved,5,Low
C003756,Inland Revenue Department,Kegalle,Medical Certificate,System Downtime,2024-07-30,2024-12-25,148,Resolved,4,Medium
C003757,Department of Education,Kalutara,Tax Filing,Bribery Demand,2025-08-21,2026-02-15,178,Resolved,3,High
C003758,Department of Immigration,Ratnapura,Visa Processing,Overcharging,2023-10-11,2023-11-23,43,Resolved,3,Medium
C003759,Inland Revenue Department,Matale,School Admission,Poor Facility Condition,2024-05-19,2024-05-22,3,Resolved,1,Low
C003760,Department of Pensions,Batticaloa,Pension Claims,Delayed Processing,2023-10-29,2024-04-09,163,Resolved,1,High
C003761,Department of Education,Matara,Police Report,System Downtime,2025-07-12,2025-08-19,38,Resolved,3,Low
C003762,Inland Revenue Department,Kandy,Pension Claims,Poor Facility Condition,2025-07-26,2025-10-07,73,Resolved,2,Low
C003763,Department of Education,Mannar,Visa Processing,Poor Facility Condition,2024-02-15,2024-03-02,16,Resolved,4,Low
C003764,Department of Health Services,Puttalam,License Renewal,Incorrect Information,2024-04-09,2024-06-08,60,Resolved,4,Low
C003765,Department of Immigration,Monaragala,Tax Filing,Rude Staff Behavior,2024-04-25,2024-10-14,172,Resolved,4,Medium
C003766,Inland Revenue Department,Trincomalee,Birth Certificate,Bribery Demand,2025-04-14,2025-07-09,86,Resolved,3,Low
C003767,Municipal Council,Galle,License Renewal,Rude Staff Behavior,2025-01-25,2025-04-23,88,Resolved,2,High
C003768,Department of Education,Hambantota,License Renewal,Poor Facility Condition,2024-11-27,2025-01-12,46,Resolved,2,Medium
C003769,Inland Revenue Department,Matara,Tax Filing,Long Queue,2024-04-03,2024-07-30,118,Resolved,2,Low
C003770,Department of Immigration,Kilinochhi,Birth Certificate,Long Queue,2023-12-04,2024-01-06,33,Resolved,2,Low
C003771,Department of Education,Gampaha,School Admission,Incorrect Information,2023-12-21,2024-03-22,92,Resolved,3,Medium
C003772,Municipal Council,Badulla,Medical Certificate,Incorrect Information,2025-09-05,,15,Pending,1,High
C003773,Department of Immigration,Mannar,Tax Filing,Delayed Processing,2024-10-27,2024-11-17,21,Resolved,4,Low
C003774,Provincial Council Secretariat,Kalutara,School Admission,Delayed Processing,2024-05-16,2024-05-26,10,Resolved,5,Medium
C003775,Inland Revenue Department,Ratnapura,Police Report,Incorrect Information,2024-09-08,2024-12-07,90,Resolved,4,Medium
C003776,Department of Education,Kandy,Tax Filing,Overcharging,2024-06-07,2024-06-25,18,Resolved,4,High
C003777,Department of Health Services,Mullaitivu,Passport Application,Rude Staff Behavior,2024-08-07,2024-09-08,32,Resolved,5,High
C003778,Department of Motor Traffic,Mullaitivu,Birth Certificate,Missing Documents,2025-06-28,2025-09-08,72,Resolved,3,Low
C003779,Pradeshiya Sabha,Mullaitivu,Passport Application,System Downtime,2023-12-06,2024-04-22,138,Resolved,4,Low
C003780,Department of Pensions,Matale,License Renewal,System Downtime,2023-09-21,2023-10-10,19,Resolved,3,Medium
C003781,Department of Health Services,Anuradhapura,Land Registration,Overcharging,2025-07-27,2025-10-27,92,Resolved,4,High
C003782,Department of Health Services,Colombo,Business Registration,Long Queue,2024-07-30,2024-09-24,56,Resolved,4,Medium
C003783,Department of Pensions,Kegalle,Pension Claims,Delayed Processing,2025-05-20,,123,Pending,1,Medium
C003784,Provincial Council Secretariat,Trincomalee,Business Registration,Delayed Processing,2024-04-29,2024-09-01,125,Resolved,5,Medium
C003785,Department of Health Services,Badulla,Birth Certificate,Missing Documents,2024-04-20,,518,Pending,3,High
C003786,Department of Education,Monaragala,Business Registration,System Downtime,2025-04-11,2025-07-25,105,Resolved,5,Low
C003787,Department of Motor Traffic,Mannar,Medical Certificate,Long Queue,2025-08-22,2025-12-08,108,Resolved,5,Medium
C003788,Provincial Council Secretariat,Kegalle,Marriage Certificate,Missing Documents,2024-10-15,2025-01-26,103,Resolved,4,Low
C003789,Department of Immigration,Monaragala,Land Registration,Rude Staff Behavior,2025-03-10,,194,Pending,2,Medium
C003790,Department of Pensions,Batticaloa,Marriage Certificate,Bribery Demand,2025-07-05,2025-08-03,29,Resolved,4,Low
C003791,Inland Revenue Department,Ratnapura,Police Report,Long Queue,2024-09-15,2024-09-20,5,Resolved,3,High
C003792,Department of Education,Trincomalee,School Admission,Poor Facility Condition,2024-05-05,,503,Pending,2,Medium
C003793,Department of Pensions,Anuradhapura,Business Registration,Bribery Demand,2025-04-26,2025-10-08,165,Resolved,3,Low
C003794,Department of Motor Traffic,Mullaitivu,Pension Claims,Protocol Violation,2023-12-11,2024-04-13,124,Resolved,3,Medium
C003795,Department of Census and Statistics,Kegalle,Land Registration,Delayed Processing,2024-11-21,2024-12-09,18,Resolved,5,Low
C003796,Divisional Secretariat,Mannar,Pension Claims,Bribery Demand,2024-07-28,2024-08-09,12,Resolved,3,High
C003797,Municipal Council,Polonnaruwa,Land Registration,Bribery Demand,2024-06-01,2024-06-24,23,Resolved,4,Medium
C003798,Department of Census and Statistics,Trincomalee,Tax Filing,Missing Documents,2024-02-18,,580,Pending,1,Low
C003799,Department of Education,Matara,License Renewal,Bribery Demand,2024-04-27,2024-08-26,121,Resolved,4,Low
C003800,Department of Immigration,Mullaitivu,Birth Certificate,System Downtime,2025-02-09,2025-06-13,124,Resolved,2,Low
C003801,Department of Immigration,Hambantota,Medical Certificate,Long Queue,2025-01-25,2025-01-29,4,Resolved,5,Low
C003802,Department of Motor Traffic,Badulla,License Renewal,System Downtime,2024-10-08,2024-12-22,75,Resolved,3,Low
C003803,Divisional Secretariat,Kurunegala,Passport Application,Poor Facility Condition,2023-10-23,2023-11-02,10,Resolved,4,Medium
C003804,Department of Education,Matale,Visa Processing,Missing Documents,2024-11-05,2025-01-05,61,Resolved,4,Low
C003805,Department of Pensions,Matara,Business Registration,Bribery Demand,2024-04-27,,511,Pending,3,Medium
C003806,Department of Pensions,Matara,Tax Filing,Rude Staff Behavior,2023-11-20,,670,Pending,2,Medium
C003807,Pradeshiya Sabha,Hambantota,Birth Certificate,Overcharging,2025-06-15,2025-06-20,5,Resolved,3,High
C003808,Department of Pensions,Mullaitivu,Pension Claims,Rude Staff Behavior,2025-04-22,2025-08-06,106,Resolved,3,Medium
C003809,Divisional Secretariat,Vavuniya,Marriage Certificate,Rude Staff Behavior,2025-02-10,2025-05-13,92,Resolved,1,Low
C003810,Department of Motor Traffic,Nuwara Eliya,Marriage Certificate,Bribery Demand,2024-12-27,2025-06-07,162,Resolved,3,Low
C003811,Department of Health Services,Ratnapura,Land Registration,Overcharging,2024-05-07,2024-07-20,74,Resolved,1,High
C003812,Provincial Council Secretariat,Puttalam,Police Report,Long Queue,2024-01-03,2024-01-24,21,Resolved,4,Medium
C003813,Provincial Council Secretariat,Colombo,Tax Filing,Delayed Processing,2024-01-03,2024-06-13,162,Resolved,2,Low
C003814,Registrar General Department,Nuwara Eliya,Passport Application,Poor Facility Condition,2024-12-05,,289,Pending,2,Low
C003815,Divisional Secretariat,Gampaha,School Admission,Protocol Violation,2025-03-13,2025-05-23,71,Resolved,3,Low
C003816,Department of Health Services,Anuradhapura,Tax Filing,Protocol Violation,2024-04-06,2024-06-29,84,Resolved,2,Medium
C003817,Department of Immigration,Hambantota,Police Report,Protocol Violation,2024-07-05,2024-08-14,40,Resolved,1,Low
C003818,Registrar General Department,Matara,Land Registration,Bribery Demand,2025-03-23,2025-07-02,101,Resolved,2,Low
C003819,Registrar General Department,Kurunegala,License Renewal,Rude Staff Behavior,2024-07-24,2024-09-20,58,Resolved,5,Low
C003820,Registrar General Department,Anuradhapura,Passport Application,Poor Facility Condition,2024-10-14,2024-11-15,32,Resolved,5,Low
C003821,Registrar General Department,Trincomalee,School Admission,Delayed Processing,2024-10-17,,338,Pending,1,Medium
C003822,Department of Census and Statistics,Vavuniya,Medical Certificate,Poor Facility Condition,2025-05-07,2025-10-12,158,Resolved,2,Low
C003823,Municipal Council,Kegalle,Passport Application,Incorrect Information,2024-07-28,2024-11-10,105,Resolved,4,Low
C003824,Inland Revenue Department,Kegalle,Birth Certificate,Protocol Violation,2023-11-06,2023-11-27,21,Resolved,3,Low
C003825,Department of Census and Statistics,Kalutara,Police Report,Bribery Demand,2025-04-18,2025-07-07,80,Resolved,1,Low
C003826,Municipal Council,Colombo,Visa Processing,Incorrect Information,2025-07-03,,79,Pending,3,Low
C003827,Department of Pensions,Gampaha,Pension Claims,Overcharging,2025-02-16,2025-02-17,1,Resolved,4,Low
C003828,Registrar General Department,Colombo,Passport Application,Delayed Processing,2025-07-28,2025-11-23,118,Resolved,4,Low
C003829,Department of Education,Matale,Marriage Certificate,Overcharging,2024-09-17,2024-12-26,100,Resolved,3,Low
C003830,Department of Pensions,Colombo,Passport Application,Bribery Demand,2025-01-16,2025-01-30,14,Resolved,3,High
C003831,Divisional Secretariat,Trincomalee,Land Registration,Long Queue,2024-12-24,2025-06-01,159,Resolved,4,Medium
C003832,Department of Health Services,Ratnapura,School Admission,Incorrect Information,2024-05-13,2024-06-10,28,Resolved,4,Low
C003833,Department of Health Services,Colombo,Passport Application,Rude Staff Behavior,2025-06-27,2025-09-12,77,Resolved,1,Low
C003834,Provincial Council Secretariat,Gampaha,Tax Filing,Overcharging,2024-12-25,2025-01-11,17,Resolved,4,High
C003835,Registrar General Department,Colombo,Business Registration,Poor Facility Condition,2024-10-31,2025-04-25,176,Resolved,5,Low
