post_id,department,district,post_date,sentiment_label,sentiment_score,sample_text,platform
P001608,Provincial Council Secretariat,Batticaloa,2025-01-24,Negative,-0.652,Divisional Secretariat service is terrible,Facebook
P001609,Department of Census and Statistics,Kandy,2025-07-20,Positive,0.212,Service at Department of Census and Statistics was helpful,Instagram
P001610,Department of Motor Traffic,Batticaloa,2025-01-24,Negative,0.657,Department of Census and Statistics service is waste of time,Instagram
P001611,Department of Health Services,Kalutara,2024-10-05,Neutral,0.816,Experience with Municipal Council was okay,Facebook
P001612,Registrar General Department,Nuwara Eliya,2025-03-17,Negative,0.634,Registrar General Department service is slow,Facebook
P001613,Divisional Secretariat,Kilinochhi,2025-03-09,Neutral,0.957,Experience with Provincial Council Secretariat was average,Facebook
P001614,Department of Education,Batticaloa,2025-06-30,Negative,0.474,Department of Census and Statistics service is frustrated,Instagram
P001615,Department of Health Services,Anuradhapura,2025-07-12,Negative,0.678,Divisional Secretariat service is slow,Twitter
P001616,Municipal Council,Hambantota,2024-10-10,Neutral,0.196,Experience with Department of Health Services was typical,Facebook
P001617,Department of Health Services,Kandy,2025-01-08,Neutral,-0.961,Experience with Provincial Council Secretariat was average,Twitter
P001618,Department of Immigration,Colombo,2024-10-18,Neutral,0.846,Experience with Department of Census and Statistics was okay,Facebook
P001619,Divisional Secretariat,Kandy,2025-03-07,Negative,-0.331,Divisional Secretariat service is unprofessional,Facebook
P001620,Inland Revenue Department,Kurunegala,2025-05-09,Negative,-0.308,Department of Pensions service is frustrated,Instagram
P001621,Department of Census and Statistics,Puttalam,2025-01-18,Negative,0.733,Inland Revenue Department service is slow,Instagram
P001622,Pradeshiya Sabha,Kurunegala,2025-05-18,Neutral,0.471,Experience with Divisional Secretariat was okay,Instagram
P001623,Provincial Council Secretariat,Kalutara,2024-12-06,Negative,0.26,Department of Motor Traffic service is terrible,Instagram
P001624,Registrar General Department,Ratnapura,2025-08-06,Negative,-0.539,Pradeshiya Sabha service is unprofessional,Facebook
P001625,Inland Revenue Department,Kandy,2025-06-05,Negative,-0.468,Municipal Council service is slow,Twitter
P001626,Municipal Council,Batticaloa,2025-09-13,Negative,0.757,Municipal Council service is waste of time,Twitter
P001627,Department of Health Services,Matara,2024-11-15,Positive,-0.509,Service at Provincial Council Secretariat was efficient,Instagram
P001628,Provincial Council Secretariat,Ratnapura,2025-08-30,Negative,-0.863,Divisional Secretariat service is unprofessional,Instagram
P001629,Department of Immigration,Nuwara Eliya,2025-01-03,Neutral,0.758,Experience with Department of Immigration was okay,Facebook
P001630,Department of Census and Statistics,Kandy,2025-05-20,Negative,0.207,Department of Pensions service is unprofessional,Instagram
P001631,Department of Pensions,Puttalam,2025-02-19,Neutral,-0.293,Experience with Provincial Council Secretariat was okay,Twitter
P001632,Municipal Council,Kilinochhi,2025-07-09,Neutral,0.983,Experience with Department of Motor Traffic was normal,Instagram
P001633,Provincial Council Secretariat,Jaffna,2025-06-16,Positive,-0.672,Service at Pradeshiya Sabha was good service,Facebook
P001634,Registrar General Department,Kurunegala,2024-09-23,Neutral,0.601,Experience with Department of Education was okay,Instagram
P001635,Department of Education,Ampara,2025-05-20,Neutral,0.352,Experience with Inland Revenue Department was okay,Twitter
P001636,Pradeshiya Sabha,Badulla,2025-03-29,Negative,-0.054,Inland Revenue Department service is terrible,Twitter
P001637,Inland Revenue Department,Matara,2025-01-08,Negative,-0.508,Municipal Council service is terrible,Facebook
P001638,Department of Immigration,Kegalle,2025-01-06,Negative,-0.675,Inland Revenue Department service is waste of time,Twitter
P001639,Pradeshiya Sabha,Ampara,2024-11-10,Negative,0.233,Department of Census and Statistics service is slow,Instagram
P001640,Registrar General Department,Kalutara,2025-06-22,Negative,-0.229,Department of Pensions service is waste of time,Facebook
P001641,Department of Motor Traffic,Trincomalee,2025-06-27,Positive,-0.726,Service at Department of Motor Traffic was efficient,Twitter
P001642,Municipal Council,Vavuniya,2025-01-28,Neutral,-0.135,Experience with Department of Pensions was okay,Instagram
P001643,Department of Health Services,Matale,2025-06-02,Negative,0.656,Department of Census and Statistics service is unprofessional,Twitter
P001644,Department of Motor Traffic,Polonnaruwa,2025-04-02,Positive,0.707,Service at Pradeshiya Sabha was fast,Twitter
P001645,Provincial Council Secretariat,Monaragala,2025-03-10,Negative,0.958,Department of Pensions service is frustrated,Instagram
P001646,Registrar General Department,Trincomalee,2024-12-05,Negative,-0.429,Divisional Secretariat service is slow,Instagram
P001647,Municipal Council,Ratnapura,2025-05-03,Neutral,0.168,Experience with Department of Pensions was normal,Instagram
P001648,Department of Education,Matale,2025-04-22,Negative,0.317,Department of Immigration service is corrupt,Twitter
P001649,Municipal Council,Kandy,2025-07-17,Negative,-0.104,Department of Pensions service is corrupt,Facebook
P001650,Department of Motor Traffic,Hambantota,2024-11-23,Negative,0.627,Divisional Secretariat service is corrupt,Facebook
P001651,Department of Pensions,Mullaitivu,2025-05-10,Positive,0.388,Service at Department of Pensions was helpful,Facebook
P001652,Pradeshiya Sabha,Kilinochhi,2025-04-23,Negative,-0.68,Provincial Council Secretariat service is terrible,Twitter
P001653,Municipal Council,Vavuniya,2024-12-20,Neutral,-0.404,Experience with Provincial Council Secretariat was typical,Facebook
P001654,Department of Motor Traffic,Hambantota,2025-05-25,Neutral,-0.524,Experience with Provincial Council Secretariat was typical,Twitter
P001655,Registrar General Department,Matara,2025-07-02,Negative,0.878,Provincial Council Secretariat service is corrupt,Twitter
P001656,Divisional Secretariat,Ampara,2024-11-12,Negative,-0.32,Department of Health Services service is unprofessional,Instagram
P001657,Department of Education,Matale,2025-01-14,Negative,0.497,Inland Revenue Department service is waste of time,Facebook
P001658,Department of Immigration,Hambantota,2025-07-04,Neutral,-0.769,Experience with Department of Census and Statistics was normal,Facebook
P001659,Municipal Council,Galle,2024-12-24,Neutral,-0.45,Experience with Department of Motor Traffic was average,Twitter
P001660,Inland Revenue Department,Batticaloa,2025-06-19,Positive,0.828,Service at Department of Education was fast,Twitter
P001661,Department of Census and Statistics,Galle,2025-01-15,Negative,0.646,Registrar General Department service is frustrated,Twitter
P001662,Department of Immigration,Matara,2025-05-22,Neutral,0.192,Experience with Department of Motor Traffic was standard,Instagram
P001663,Department of Education,Galle,2025-01-12,Negative,-0.548,Municipal Council service is frustrated,Facebook
P001664,Provincial Council Secretariat,Galle,2025-03-29,Positive,0.935,Service at Department of Motor Traffic was satisfied,Facebook
P001665,Department of Health Services,Matara,2025-06-20,Negative,-0.682,Municipal Council service is frustrated,Twitter
P001666,Pradeshiya Sabha,Gampaha,2025-07-30,Negative,0.114,Department of Pensions service is corrupt,Facebook
P001667,Pradeshiya Sabha,Badulla,2024-12-29,Neutral,-0.813,Experience with Divisional Secretariat was typical,Twitter
P001668,Department of Immigration,Kurunegala,2025-05-04,Neutral,-0.76,Experience with Divisional Secretariat was typical,Instagram
P001669,Department of Motor Traffic,Mullaitivu,2024-10-26,Negative,-0.49,Department of Pensions service is slow,Twitter
P001670,Department of Census and Statistics,Kilinochhi,2024-10-19,Negative,-0.624,Divisional Secretariat service is unprofessional,Facebook
P001671,Department of Education,Monaragala,2024-10-08,Positive,-0.802,Service at Department of Pensions was satisfied,Instagram
P001672,Department of Motor Traffic,Puttalam,2025-05-04,Negative,0.35,Municipal Council service is terrible,Twitter
P001673,Municipal Council,Kegalle,2025-06-11,Positive,0.673,Service at Department of Immigration was helpful,Twitter
P001674,Pradeshiya Sabha,Kegalle,2024-10-06,Neutral,-0.081,Experience with Divisional Secretariat was okay,Twitter
P001675,Municipal Council,Matara,2025-04-22,Negative,-0.992,Inland Revenue Department service is slow,Instagram
P001676,Department of Pensions,Hambantota,2025-06-24,Negative,-0.04,Municipal Council service is waste of time,Twitter
P001677,Registrar General Department,Matale,2025-01-14,Neutral,-0.833,Experience with Pradeshiya Sabha was okay,Twitter
P001678,Department of Health Services,Anuradhapura,2024-11-22,Negative,0.969,Divisional Secretariat service is frustrated,Twitter
P001679,Municipal Council,Nuwara Eliya,2025-01-05,Positive,-0.058,Service at Registrar General Department was satisfied,Twitter
P001680,Department of Immigration,Gampaha,2025-03-19,Neutral,-0.119,Experience with Department of Pensions was typical,Instagram
P001681,Provincial Council Secretariat,Galle,2025-07-08,Negative,-0.829,Registrar General Department service is corrupt,Instagram
P001682,Registrar General Department,Mullaitivu,2025-03-21,Negative,-0.189,Provincial Council Secretariat service is frustrated,Twitter
P001683,Department of Census and Statistics,Hambantota,2025-08-24,Neutral,-0.406,Experience with Provincial Council Secretariat was okay,Twitter
P001684,Department of Motor Traffic,Kandy,2025-03-04,Neutral,0.331,Experience with Department of Education was standard,Twitter
P001685,Department of Education,Mannar,2025-03-30,Negative,-0.816,Department of Health Services service is slow,Twitter
P001686,Department of Census and Statistics,Ampara,2024-12-18,Positive,0.722,Service at Department of Health Services was efficient,Twitter
P001687,Provincial Council Secretariat,Hambantota,2025-05-21,Negative,0.715,Department of Education service is unprofessional,Facebook
P001688,Department of Census and Statistics,Trincomalee,2025-05-05,Neutral,-0.851,Experience with Registrar General Department was typical,Facebook
P001689,Department of Immigration,Puttalam,2025-07-27,Negative,0.61,Department of Motor Traffic service is slow,Instagram
P001690,Department of Immigration,Kilinochhi,2025-01-20,Positive,0.651,Service at Department of Health Services was fast,Twitter
P001691,Pradeshiya Sabha,Galle,2025-09-03,Positive,0.91,Service at Municipal Council was satisfied,Instagram
P001692,Inland Revenue Department,Batticaloa,2025-07-03,Positive,-0.951,Service at Department of Immigration was efficient,Twitter
P001693,Provincial Council Secretariat,Ratnapura,2025-04-22,Negative,0.865,Department of Education service is unprofessional,Instagram
P001694,Department of Census and Statistics,Jaffna,2025-06-30,Negative,0.698,Department of Immigration service is frustrated,Facebook
P001695,Department of Education,Vavuniya,2025-04-30,Negative,-0.555,Pradeshiya Sabha service is unprofessional,Twitter
P001696,Department of Census and Statistics,Anuradhapura,2025-03-14,Negative,0.904,Registrar General Department service is corrupt,Twitter
P001697,Pradeshiya Sabha,Jaffna,2025-03-22,Negative,-0.683,Department of Census and Statistics service is slow,Twitter
P001698,Department of Education,Vavuniya,2025-02-14,Negative,0.491,Department of Pensions service is waste of time,Twitter
P001699,Registrar General Department,Ampara,2025-03-04,Positive,-0.392,Service at Pradeshiya Sabha was efficient,Facebook
P001700,Department of Immigration,Kegalle,2025-04-01,Negative,-0.714,Department of Pensions service is corrupt,Instagram
P001701,Divisional Secretariat,Mullaitivu,2025-03-19,Neutral,-0.479,Experience with Pradeshiya Sabha was okay,Twitter
P001702,Department of Motor Traffic,Vavuniya,2024-12-21,Negative,-0.456,Divisional Secretariat service is waste of time,Facebook
P001703,Pradeshiya Sabha,Polonnaruwa,2025-08-30,Positive,-0.622,Service at Municipal Council was efficient,Instagram
P001704,Department of Health Services,Gampaha,2025-07-26,Negative,-0.754,Inland Revenue Department service is terrible,Facebook
P001705,Department of Census and Statistics,Nuwara Eliya,2024-11-15,Neutral,0.854,Experience with Inland Revenue Department was typical,Twitter
P001706,Department of Immigration,Hambantota,2025-04-29,Neutral,-0.99,Experience with Municipal Council was normal,Facebook
P001707,Municipal Council,Batticaloa,2025-06-02,Positive,0.222,Service at Pradeshiya Sabha was helpful,Twitter
P001708,Provincial Council Secretariat,Trincomalee,2025-09-06,Neutral,-0.518,Experience with Department of Health Services was typical,Instagram
P001709,Municipal Council,Matara,2025-01-05,Neutral,-0.146,Experience with Department of Census and Statistics was normal,Facebook
P001710,Divisional Secretariat,Batticaloa,2025-03-12,Negative,0.149,Provincial Council Secretariat service is waste of time,Instagram
P001711,Department of Immigration,Polonnaruwa,2025-04-23,Negative,0.162,Department of Immigration service is corrupt,Twitter
P001712,Provincial Council Secretariat,Nuwara Eliya,2025-03-07,Neutral,0.595,Experience with Department of Pensions was average,Facebook
P001713,Municipal Council,Trincomalee,2025-01-09,Negative,-0.344,Department of Pensions service is frustrated,Instagram
P001714,Department of Health Services,Ampara,2024-10-26,Neutral,0.853,Experience with Department of Education was typical,Facebook
P001715,Provincial Council Secretariat,Colombo,2025-04-02,Negative,0.087,Provincial Council Secretariat service is terrible,Facebook
P001716,Department of Census and Statistics,Kandy,2025-05-09,Neutral,-0.785,Experience with Provincial Council Secretariat was typical,Instagram
P001717,Department of Health Services,Ampara,2025-04-27,Neutral,-0.858,Experience with Municipal Council was average,Instagram
P001718,Department of Education,Kilinochhi,2025-07-02,Negative,-0.658,Divisional Secretariat service is frustrated,Facebook
P001719,Pradeshiya Sabha,Anuradhapura,2025-07-06,Neutral,0.923,Experience with Department of Motor Traffic was okay,Facebook
P001720,Department of Census and Statistics,Kalutara,2025-06-14,Neutral,0.603,Experience with Municipal Council was standard,Instagram
P001721,Department of Census and Statistics,Galle,2025-08-22,Neutral,0.629,Experience with Department of Census and Statistics was standard,Twitter
P001722,Inland Revenue Department,Badulla,2025-08-11,Negative,0.262,Inland Revenue Department service is waste of time,Twitter
P001723,Divisional Secretariat,Ampara,2025-07-26,Negative,-0.685,Department of Health Services service is corrupt,Instagram
P001724,Municipal Council,Gampaha,2025-08-14,Neutral,-0.577,Experience with Municipal Council was normal,Facebook
P001725,Pradeshiya Sabha,Matara,2024-12-03,Negative,-0.693,Department of Motor Traffic service is waste of time,Instagram
P001726,Department of Pensions,Gampaha,2024-11-21,Neutral,-0.858,Experience with Pradeshiya Sabha was typical,Twitter
P001727,Pradeshiya Sabha,Ampara,2025-05-15,Negative,-0.944,Inland Revenue Department service is terrible,Facebook
P001728,Divisional Secretariat,Gampaha,2025-01-28,Positive,0.104,Service at Department of Pensions was efficient,Facebook
P001729,Municipal Council,Kandy,2025-06-01,Neutral,0.949,Experience with Inland Revenue Department was standard,Instagram
P001730,Department of Immigration,Ampara,2024-11-11,Neutral,-0.381,Experience with Department of Education was normal,Twitter
P001731,Divisional Secretariat,Polonnaruwa,2024-10-28,Positive,0.63,Service at Department of Motor Traffic was efficient,Facebook
P001732,Department of Education,Gampaha,2024-10-02,Negative,-0.874,Department of Motor Traffic service is frustrated,Twitter
P001733,Department of Health Services,Vavuniya,2024-10-02,Positive,0.487,Service at Municipal Council was good service,Twitter
P001734,Provincial Council Secretariat,Kilinochhi,2025-09-18,Negative,0.573,Department of Health Services service is terrible,Facebook
P001735,Registrar General Department,Colombo,2025-09-09,Positive,0.838,Service at Department of Education was excellent,Twitter
P001736,Department of Health Services,Kurunegala,2024-09-25,Positive,0.658,Service at Registrar General Department was fast,Instagram
P001737,Registrar General Department,Kalutara,2025-09-01,Positive,0.523,Service at Registrar General Department was good service,Instagram
P001738,Inland Revenue Department,Hambantota,2024-12-04,Neutral,0.453,Experience with Pradeshiya Sabha was standard,Twitter
P001739,Divisional Secretariat,Trincomalee,2025-02-08,Positive,0.802,Service at Department of Health Services was efficient,Twitter
P001740,Department of Pensions,Kalutara,2024-11-09,Positive,-0.837,Service at Registrar General Department was helpful,Facebook
P001741,Pradeshiya Sabha,Matale,2025-07-05,Negative,-0.274,Department of Immigration service is frustrated,Instagram
P001742,Provincial Council Secretariat,Polonnaruwa,2025-04-04,Negative,-0.228,Department of Immigration service is frustrated,Facebook
P001743,Department of Motor Traffic,Matale,2025-01-14,Negative,0.625,Registrar General Department service is terrible,Facebook
P001744,Department of Census and Statistics,Gampaha,2025-04-11,Neutral,0.944,Experience with Divisional Secretariat was standard,Instagram
P001745,Provincial Council Secretariat,Badulla,2025-08-08,Negative,0.929,Pradeshiya Sabha service is slow,Twitter
P001746,Department of Census and Statistics,Monaragala,2025-08-25,Neutral,-0.067,Experience with Department of Pensions was typical,Facebook
P001747,Department of Pensions,Matale,2025-06-24,Negative,0.937,Department of Census and Statistics service is terrible,Instagram
P001748,Department of Census and Statistics,Nuwara Eliya,2025-05-17,Neutral,-0.546,Experience with Department of Health Services was average,Instagram
P001749,Department of Education,Ampara,2025-01-05,Negative,0.886,Department of Census and Statistics service is corrupt,Instagram
P001750,Department of Motor Traffic,Vavuniya,2025-07-02,Neutral,-0.82,Experience with Department of Immigration was okay,Twitter
P001751,Inland Revenue Department,Kandy,2025-09-12,Negative,0.556,Municipal Council service is slow,Facebook
P001752,Department of Pensions,Trincomalee,2025-04-29,Negative,0.769,Pradeshiya Sabha service is waste of time,Twitter
P001753,Department of Education,Galle,2025-09-14,Negative,0.23,Department of Education service is frustrated,Twitter
P001754,Inland Revenue Department,Gampaha,2025-02-10,Neutral,0.396,Experience with Department of Pensions was typical,Facebook
P001755,Divisional Secretariat,Vavuniya,2025-06-22,Negative,-0.937,Department of Education service is waste of time,Twitter
P001756,Municipal Council,Jaffna,2025-02-09,Neutral,0.689,Experience with Pradeshiya Sabha was typical,Instagram
P001757,Pradeshiya Sabha,Ampara,2025-05-11,Positive,-0.754,Service at Municipal Council was excellent,Facebook
P001758,Department of Census and Statistics,Polonnaruwa,2025-05-11,Negative,0.004,Divisional Secretariat service is corrupt,Facebook
P001759,Department of Education,Monaragala,2025-01-23,Neutral,0.893,Experience with Department of Health Services was normal,Twitter
P001760,Department of Census and Statistics,Galle,2025-07-25,Negative,-0.491,Municipal Council service is waste of time,Facebook
P001761,Department of Immigration,Trincomalee,2024-10-29,Negative,0.818,Divisional Secretariat service is slow,Facebook
P001762,Department of Health Services,Mullaitivu,2025-01-23,Neutral,0.922,Experience with Department of Immigration was average,Facebook
P001763,Department of Education,Jaffna,2025-07-16,Neutral,0.537,Experience with Provincial Council Secretariat was normal,Facebook
P001764,Municipal Council,Hambantota,2025-03-28,Neutral,0.295,Experience with Pradeshiya Sabha was normal,Twitter
P001765,Municipal Council,Kandy,2025-07-02,Neutral,0.7,Experience with Department of Motor Traffic was okay,Twitter
P001766,Department of Census and Statistics,Galle,2025-04-22,Negative,0.108,Department of Census and Statistics service is frustrated,Instagram
P001767,Department of Pensions,Kilinochhi,2025-05-15,Positive,0.446,Service at Inland Revenue Department was fast,Twitter
P001768,Department of Immigration,Kegalle,2025-06-29,Negative,0.523,Department of Health Services service is frustrated,Instagram
P001769,Municipal Council,Mannar,2025-01-15,Neutral,-0.393,Experience with Department of Health Services was normal,Instagram
P001770,Divisional Secretariat,Kurunegala,2024-09-26,Positive,-0.999,Service at Department of Motor Traffic was fast,Twitter
P001771,Department of Health Services,Kalutara,2024-10-27,Negative,0.585,Municipal Council service is waste of time,Twitter
P001772,Department of Motor Traffic,Kandy,2025-01-16,Neutral,0.828,Experience with Municipal Council was standard,Twitter
P001773,Registrar General Department,Polonnaruwa,2024-12-23,Positive,-0.239,Service at Registrar General Department was helpful,Twitter
P001774,Department of Pensions,Nuwara Eliya,2024-11-11,Negative,0.098,Department of Census and Statistics service is slow,Twitter
P001775,Department of Census and Statistics,Gampaha,2025-02-24,Negative,0.154,Department of Education service is unprofessional,Twitter
P001776,Department of Census and Statistics,Colombo,2024-10-28,Negative,-0.262,Divisional Secretariat service is waste of time,Facebook
P001777,Department of Census and Statistics,Kalutara,2025-07-20,Neutral,-0.923,Experience with Divisional Secretariat was average,Instagram
P001778,Municipal Council,Puttalam,2025-09-04,Negative,0.71,Registrar General Department service is terrible,Facebook
P001779,Department of Education,Matara,2025-01-27,Negative,-0.723,Department of Motor Traffic service is slow,Twitter
P001780,Department of Pensions,Matale,2024-12-04,Negative,-0.107,Department of Census and Statistics service is waste of time,Facebook
P001781,Provincial Council Secretariat,Nuwara Eliya,2024-10-30,Negative,-0.235,Provincial Council Secretariat service is terrible,Twitter
P001782,Pradeshiya Sabha,Matara,2025-02-18,Neutral,0.39,Experience with Department of Health Services was standard,Twitter
P001783,Department of Education,Kilinochhi,2025-08-19,Positive,-0.543,Service at Inland Revenue Department was excellent,Instagram
P001784,Registrar General Department,Hambantota,2025-05-01,Negative,0.701,Department of Education service is terrible,Twitter
P001785,Inland Revenue Department,Colombo,2024-11-20,Negative,0.588,Department of Pensions service is slow,Instagram
P001786,Department of Pensions,Galle,2025-07-24,Neutral,0.012,Experience with Department of Pensions was standard,Twitter
P001787,Department of Health Services,Ampara,2025-08-18,Neutral,-0.399,Experience with Pradeshiya Sabha was typical,Instagram
P001788,Department of Census and Statistics,Jaffna,2024-11-19,Positive,0.744,Service at Provincial Council Secretariat was good service,Facebook
P001789,Inland Revenue Department,Kurunegala,2025-05-10,Negative,0.581,Municipal Council service is waste of time,Facebook
P001790,Divisional Secretariat,Ampara,2025-01-02,Negative,0.602,Department of Census and Statistics service is slow,Twitter
P001791,Divisional Secretariat,Kurunegala,2025-01-28,Negative,0.885,Department of Census and Statistics service is frustrated,Instagram
P001792,Pradeshiya Sabha,Jaffna,2025-03-27,Positive,-0.947,Service at Department of Pensions was helpful,Instagram
P001793,Department of Motor Traffic,Kandy,2025-09-09,Neutral,-0.4,Experience with Department of Immigration was okay,Instagram
P001794,Department of Education,Trincomalee,2025-01-20,Negative,-0.357,Registrar General Department service is terrible,Facebook
P001795,Department of Motor Traffic,Ratnapura,2024-10-22,Negative,-0.307,Divisional Secretariat service is unprofessional,Instagram
P001796,Pradeshiya Sabha,Mullaitivu,2025-07-16,Negative,0.189,Department of Health Services service is waste of time,Twitter
P001797,Department of Motor Traffic,Ratnapura,2025-09-15,Negative,0.343,Department of Census and Statistics service is slow,Twitter
P001798,Divisional Secretariat,Kilinochhi,2025-06-11,Negative,0.721,Pradeshiya Sabha service is corrupt,Twitter
P001799,Inland Revenue Department,Batticaloa,2024-09-30,Neutral,0.685,Experience with Department of Census and Statistics was standard,Facebook
P001800,Department of Census and Statistics,Nuwara Eliya,2025-06-22,Negative,-0.377,Inland Revenue Department service is terrible,Instagram
P001801,Inland Revenue Department,Kandy,2025-07-19,Neutral,0.476,Experience with Department of Education was okay,Twitter
P001802,Inland Revenue Department,Badulla,2025-01-11,Positive,-0.588,Service at Department of Census and Statistics was excellent,Instagram
P001803,Municipal Council,Nuwara Eliya,2024-12-05,Positive,-0.751,Service at Department of Immigration was helpful,Twitter
P001804,Inland Revenue Department,Kurunegala,2025-04-13,Negative,-0.009,Divisional Secretariat service is corrupt,Instagram
P001805,Department of Census and Statistics,Badulla,2025-05-24,Negative,0.768,Department of Education service is terrible,Twitter
P001806,Municipal Council,Puttalam,2024-12-31,Negative,-0.832,Pradeshiya Sabha service is unprofessional,Twitter
P001807,Department of Census and Statistics,Mullaitivu,2025-06-22,Neutral,-0.682,Experience with Department of Pensions was typical,Facebook
P001808,Municipal Council,Kegalle,2025-06-10,Negative,-0.596,Department of Health Services service is corrupt,Twitter
P001809,Divisional Secretariat,Anuradhapura,2024-10-25,Negative,-0.718,Department of Immigration service is terrible,Instagram
P001810,Department of Education,Kurunegala,2024-09-24,Negative,-0.413,Provincial Council Secretariat service is unprofessional,Instagram
P001811,Department of Census and Statistics,Matara,2025-07-29,Negative,-0.206,Department of Education service is corrupt,Facebook
P001812,Pradeshiya Sabha,Mannar,2025-02-06,Neutral,-0.928,Experience with Department of Motor Traffic was typical,Facebook
P001813,Municipal Council,Matale,2024-10-04,Negative,0.994,Divisional Secretariat service is terrible,Instagram
P001814,Department of Census and Statistics,Puttalam,2024-12-28,Negative,0.722,Pradeshiya Sabha service is waste of time,Facebook
P001815,Inland Revenue Department,Kandy,2025-05-21,Positive,0.532,Service at Department of Pensions was satisfied,Twitter
P001816,Provincial Council Secretariat,Kilinochhi,2024-09-22,Positive,-0.376,Service at Department of Health Services was good service,Twitter
P001817,Provincial Council Secretariat,Gampaha,2025-07-31,Positive,-0.214,Service at Pradeshiya Sabha was fast,Instagram
P001818,Department of Health Services,Matara,2025-05-17,Negative,-0.66,Department of Motor Traffic service is unprofessional,Instagram
P001819,Department of Immigration,Matale,2025-04-06,Negative,0.189,Registrar General Department service is frustrated,Twitter
P001820,Inland Revenue Department,Monaragala,2025-08-03,Negative,0.79,Department of Census and Statistics service is waste of time,Facebook
P001821,Department of Education,Kalutara,2024-12-30,Neutral,0.296,Experience with Inland Revenue Department was typical,Facebook
P001822,Department of Pensions,Galle,2025-05-04,Negative,-0.941,Municipal Council service is corrupt,Facebook
P001823,Pradeshiya Sabha,Ampara,2025-02-01,Negative,-0.062,Department of Census and Statistics service is unprofessional,Facebook
P001824,Registrar General Department,Trincomalee,2025-03-26,Positive,-0.58,Service at Department of Pensions was efficient,Facebook
P001825,Inland Revenue Department,Monaragala,2025-05-29,Negative,-0.133,Department of Immigration service is corrupt,Twitter
P001826,Pradeshiya Sabha,Trincomalee,2025-01-25,Negative,0.627,Pradeshiya Sabha service is corrupt,Facebook
P001827,Department of Census and Statistics,Colombo,2025-06-16,Neutral,-0.087,Experience with Department of Education was okay,Facebook
P001828,Municipal Council,Badulla,2024-11-29,Negative,-0.286,Department of Motor Traffic service is waste of time,Instagram
P001829,Registrar General Department,Gampaha,2025-02-13,Neutral,-0.158,Experience with Pradeshiya Sabha was average,Instagram
P001830,Department of Immigration,Vavuniya,2025-06-04,Negative,0.526,Department of Census and Statistics service is unprofessional,Facebook
P001831,Department of Pensions,Kalutara,2024-09-21,Negative,-0.639,Registrar General Department service is unprofessional,Facebook
P001832,Department of Health Services,Trincomalee,2024-12-02,Positive,-0.433,Service at Department of Pensions was fast,Twitter
P001833,Department of Motor Traffic,Kalutara,2025-09-16,Negative,0.104,Department of Health Services service is terrible,Instagram
P001834,Department of Health Services,Polonnaruwa,2025-07-27,Positive,-0.567,Service at Provincial Council Secretariat was efficient,Instagram
P001835,Divisional Secretariat,Polonnaruwa,2024-10-08,Positive,0.282,Service at Inland Revenue Department was good service,Facebook
P001836,Divisional Secretariat,Matara,2024-11-20,Positive,0.118,Service at Registrar General Department was satisfied,Twitter
P001837,Department of Immigration,Kandy,2024-11-14,Neutral,-0.173,Experience with Provincial Council Secretariat was standard,Twitter
P001838,Pradeshiya Sabha,Mannar,2025-01-24,Positive,-0.087,Service at Provincial Council Secretariat was excellent,Instagram
P001839,Department of Health Services,Monaragala,2024-12-27,Positive,-0.121,Service at Provincial Council Secretariat was excellent,Facebook
P001840,Department of Pensions,Anuradhapura,2025-07-14,Neutral,0.565,Experience with Department of Immigration was standard,Facebook
P001841,Department of Immigration,Trincomalee,2025-05-27,Positive,-0.785,Service at Provincial Council Secretariat was satisfied,Facebook
P001842,Department of Education,Galle,2025-01-13,Neutral,-0.845,Experience with Department of Census and Statistics was okay,Twitter
P001843,Inland Revenue Department,Kandy,2024-12-02,Neutral,-0.521,Experience with Department of Education was normal,Twitter
P001844,Department of Health Services,Nuwara Eliya,2024-10-08,Neutral,0.567,Experience with Pradeshiya Sabha was standard,Facebook
P001845,Municipal Council,Mannar,2025-02-15,Negative,-0.875,Inland Revenue Department service is waste of time,Instagram
P001846,Municipal Council,Kegalle,2025-02-14,Neutral,-0.325,Experience with Department of Census and Statistics was standard,Facebook
P001847,Department of Education,Kandy,2025-06-25,Negative,0.535,Registrar General Department service is waste of time,Facebook
P001848,Provincial Council Secretariat,Kalutara,2025-06-23,Negative,0.737,Inland Revenue Department service is waste of time,Twitter
P001849,Inland Revenue Department,Galle,2025-09-07,Negative,-0.433,Inland Revenue Department service is corrupt,Twitter
P001850,Municipal Council,Trincomalee,2025-02-19,Neutral,-0.118,Experience with Department of Pensions was typical,Facebook
P001851,Pradeshiya Sabha,Kilinochhi,2025-02-12,Negative,-0.391,Pradeshiya Sabha service is corrupt,Facebook
P001852,Inland Revenue Department,Anuradhapura,2025-01-12,Negative,0.961,Registrar General Department service is frustrated,Instagram
P001853,Provincial Council Secretariat,Kurunegala,2025-04-06,Positive,0.879,Service at Department of Immigration was helpful,Facebook
P001854,Inland Revenue Department,Kegalle,2025-08-21,Negative,-0.87,Department of Motor Traffic service is corrupt,Twitter
P001855,Department of Motor Traffic,Kurunegala,2025-03-12,Negative,0.409,Municipal Council service is waste of time,Facebook
P001856,Department of Health Services,Monaragala,2024-12-05,Negative,0.49,Department of Health Services service is frustrated,Instagram
P001857,Department of Education,Kalutara,2025-01-17,Negative,-0.543,Department of Pensions service is corrupt,Twitter
